crank_angle_deg,cycle_time_s,cantera_pressure_pa_abs_min,cantera_pressure_pa_abs_max,wiebe_pressure_pa_abs_min,wiebe_pressure_pa_abs_max,cross_model_pressure_pa_abs_min,cross_model_pressure_pa_abs_max,cantera_pressure_gauge_pa_min,cantera_pressure_gauge_pa_max,wiebe_pressure_gauge_pa_min,wiebe_pressure_gauge_pa_max,cross_model_pressure_gauge_pa_min,cross_model_pressure_gauge_pa_max,cantera_temperature_k_min,cantera_temperature_k_max,wiebe_temperature_k_min,wiebe_temperature_k_max,cross_model_temperature_k_min,cross_model_temperature_k_max,cantera_h_gas_w_m2_k_min,cantera_h_gas_w_m2_k_max,wiebe_h_gas_w_m2_k_min,wiebe_h_gas_w_m2_k_max,cross_model_h_gas_w_m2_k_min,cross_model_h_gas_w_m2_k_max,cantera_wall_heat_flux_w_m2_min,cantera_wall_heat_flux_w_m2_max,wiebe_wall_heat_flux_w_m2_min,wiebe_wall_heat_flux_w_m2_max,cross_model_wall_heat_flux_w_m2_min,cross_model_wall_heat_flux_w_m2_max
181,0.003351851852,236552.389426,267288.532821,237871.647096,267487.685784,236552.389426,267487.685784,135227.389426,165963.532821,136546.647096,166162.685784,135227.389426,166162.685784,388.77732996,410.483328951,393.341993968,419.302181633,388.77732996,419.302181633,398.808786864,452.379975318,396.198809765,449.638758824,396.198809765,452.379975318,-38978.5992081,-25736.3988744,-36711.7499242,-22069.1184554,-38978.5992081,-22069.1184554
182,0.00337037037,237390.775784,268020.232072,238700.74828,268214.441895,237390.775784,268214.441895,136065.775784,166695.232072,137375.74828,166889.441895,136065.775784,166889.441895,388.961005068,410.654897845,393.515328116,419.444739422,388.961005068,419.444739422,399.854977765,453.256601493,397.234635651,450.51094507,397.234635651,453.256601493,-38970.3040086,-25735.8509302,-36704.2745755,-22070.6435338,-38970.3040086,-22070.6435338
183,0.003388888889,238229.888373,268753.237363,239530.9227,268942.627262,238229.888373,268942.627262,136904.888373,167428.237363,138205.9227,167617.627262,136904.888373,167617.627262,389.151851034,410.836233799,393.696501175,419.598557048,389.151851034,419.598557048,400.895726027,454.129639912,398.264995662,451.379383998,398.264995662,454.129639912,-38958.162438,-25730.6616758,-36692.6915307,-22067.0717437,-38958.162438,-22067.0717437
184,0.003407407407,239070.572234,269488.586428,240363.013146,269673.273451,239070.572234,269673.273451,137745.572234,168163.586428,139038.013146,168348.273451,137745.572234,168348.273451,389.350122438,411.027511908,393.885750351,419.763769616,389.350122438,419.763769616,401.932047021,455.000313017,399.290902949,452.245292495,399.290902949,455.000313017,-38942.1458108,-25720.7981095,-36676.9731105,-22058.3726907,-38942.1458108,-22058.3726907
185,0.003425925926,239913.690869,270227.320053,241197.880906,270407.414947,239913.690869,270407.414947,138588.690869,168902.320053,139872.880906,169082.414947,138588.690869,169082.414947,389.55607578,411.228914019,394.083315407,419.940520248,389.55607578,419.940520248,402.964972824,455.8698412,400.313387129,453.109885047,400.313387129,455.8698412,-38922.2227527,-25706.2243521,-36657.0887595,-22044.5127827,-38922.2227527,-22044.5127827
186,0.003444444444,240760.126907,270970.482099,242036.406434,271146.089137,240760.126907,271146.089137,139435.126907,169645.482099,140711.406434,169821.089137,139435.126907,169821.089137,389.769969561,411.440628758,394.289438712,420.128960036,389.769969561,420.128960036,403.995552846,456.73944265,401.333494935,453.97437355,401.333494935,456.73944265,-38898.3590625,-25686.9015285,-36633.0049098,-22025.4551169,-38898.3590625,-22025.4551169
187,0.003462962963,241610.782803,271719.119245,242879.490045,271890.336001,241610.782803,271890.336001,140285.782803,170394.119245,141554.490045,170565.336001,140285.782803,170565.336001,389.992064292,411.662851549,394.504365225,420.329247985,389.992064292,420.329247985,405.02485449,457.610332867,402.352290861,454.839966754,402.352290861,457.610332867,-38870.5175671,-25662.7876443,-36604.6848351,-22001.1593621,-38870.5175671,-22001.1593621
188,0.003481481481,242466.581566,272474.280335,243728.05265,272641.197384,242466.581566,272641.197384,141141.581566,171149.280335,142403.05265,171316.197384,141141.581566,171316.197384,390.222622434,411.895784643,394.7283424,420.541550975,390.222622434,420.541550975,406.053963818,458.483723666,403.370857845,455.707869179,403.370857845,458.483723666,-38838.6579667,-25633.8374574,-36572.088496,-21971.5816348,-38838.6579667,-21971.5816348
189,0.0035,243328.467519,273237.015192,244583.036507,273399.715717,243328.467519,273399.715717,142003.467519,171912.015192,143258.036507,172074.715717,142003.467519,172074.715717,390.46190822,412.139637133,394.961619993,420.76604371,390.46190822,420.76604371,407.082504497,459.360821523,404.390297966,456.579279346,404.390297966,459.360821523,-38802.7366706,-25600.0023428,-36535.1723725,-21936.6743683,-38802.7366706,-21936.6743683
190,0.003518518519,244197.407083,274008.372675,245445.406022,274166.931938,244197.407083,274166.931938,142872.407083,172683.372675,144120.406022,172841.931938,142872.407083,172841.931938,390.710187348,412.394624972,395.204449729,421.00290867,390.710187348,421.00290867,408.111422213,460.242824983,405.411733158,457.455387021,405.411733158,460.242824983,-38762.7066173,-25561.2301522,-36493.8892822,-21896.3861766,-38762.7066173,-21896.3861766
191,0.003537037037,245074.389595,274789.397673,246316.148558,274943.882304,245074.389595,274943.882304,143749.389595,173464.397673,144991.148558,173618.882304,143749.389595,173618.882304,390.96772647,412.660970986,395.457084781,421.252336068,390.96772647,421.252336068,409.143633097,461.130920773,406.436305944,458.337369102,406.436305944,461.130920773,-38718.5170789,-25517.4650666,-36448.1881773,-21850.6617101,-38718.5170789,-21850.6617101
192,0.003555555556,245960.428156,275581.12656,247196.275297,275731.593572,245960.428156,275731.593572,144635.428156,174256.12656,145871.275297,174406.593572,144635.428156,174406.593572,391.234792421,412.938904886,395.719778981,421.514523797,391.234792421,421.514523797,410.180305215,462.026278029,407.465180187,459.226383505,407.465180187,462.026278029,-38670.1134404,-25468.6474418,-36398.0139163,-21799.4415044,-38670.1134404,-21799.4415044
193,0.003574074074,246856.560505,276384.580348,248086.822113,276531.075759,246856.560505,276531.075759,145531.560505,175059.580348,146761.822113,175206.075759,145531.560505,175206.075759,391.511651043,413.228663268,395.99278563,421.789677384,391.511651043,421.789677384,411.222629033,462.930039725,408.499541852,460.123560106,408.499541852,462.930039725,-38617.4369469,-25414.7136466,-36343.3069973,-21742.6618211,-38617.4369469,-21742.6618211
194,0.003592592593,247763.849925,277200.754332,248988.850484,277343.31117,247763.849925,277343.31117,146438.849925,175875.754332,147663.850484,176018.31117,146438.849925,176018.31117,391.798565406,413.530489613,396.276355712,422.07800993,391.798565406,422.07800993,412.271818189,463.843309835,409.540599786,461.029987141,409.540599786,463.843309835,-38560.4244036,-25355.5958934,-36284.0032374,-21680.2544808,-38560.4244036,-21680.2544808
195,0.003611111111,248683.386176,278030.602102,249903.448437,278169.237427,248683.386176,278169.237427,147358.386176,176705.602102,148578.448437,176844.237427,147358.386176,176844.237427,392.095793086,413.844634282,396.570735145,422.379742056,392.095793086,422.379742056,413.329110277,464.767133679,410.589586502,461.946690331,410.589586502,464.767133679,-38499.007802,-25291.2220603,-36220.0333675,-21612.1466865,-38499.007802,-21612.1466865
196,0.00362962963,249616.28646,278875.010154,250831.731506,279009.720396,249616.28646,279009.720396,148291.28646,177550.010154,149506.731506,177684.720396,148291.28646,177684.720396,392.403581843,414.171354496,396.876160407,422.695101837,392.403581843,422.695101837,414.395767645,465.70246687,411.647758984,462.874599741,411.647758984,465.70246687,-38433.1138293,-25221.5155041,-36151.3224875,-21538.2608391,-38433.1138293,-21538.2608391
197,0.003648148148,250563.696405,279734.755673,251774.843737,279865.508904,250563.696405,279865.508904,149238.696405,178409.755673,150449.843737,178540.508904,149238.696405,178540.508904,392.722162468,414.510914317,397.192851242,423.024324737,392.722162468,423.024324737,415.473078189,466.650123892,412.716399481,463.814494574,412.716399481,466.650123892,-38362.6631684,-25146.3948643,-36077.7892737,-21458.5143416,-38362.6631684,-21458.5143416
198,0.003666666667,251526.79109,280610.43177,252733.958702,280737.153809,251526.79109,280737.153809,150201.79109,179285.43177,151408.958702,179412.153809,150201.79109,179412.153809,393.051736129,414.863584616,397.52099761,423.367653533,393.051736129,423.367653533,416.562356166,467.610687284,413.796816318,464.766904734,413.796816318,467.610687284,-38287.5693975,-25065.7738575,-35999.344701,-21372.8193941,-38287.5693975,-21372.8193941
199,0.003685185185,252506.776077,281502.302147,253710.280547,281624.848506,252506.776077,281624.848506,151181.776077,180177.302147,152385.280547,180299.848506,151181.776077,180299.848506,393.39244972,415.229643034,397.860733803,423.725338232,393.39244972,423.725338232,417.664942992,468.584331365,414.890344705,465.731917125,414.890344705,468.584331365,-38207.7370164,-24979.5610604,-35915.8896825,-21281.0827781,-38207.7370164,-21281.0827781
200,0.003703703704,253504.888486,282409.975107,254705.045067,282528.063171,253504.888486,282528.063171,152179.888486,181084.975107,153380.045067,181203.063171,152179.888486,181203.063171,393.744340119,415.609373928,398.212078162,424.097635986,393.744340119,424.097635986,418.782208048,469.57042715,415.99834754,466.708731717,415.99834754,469.57042715,-38123.0572003,-24887.6596828,-35827.3098013,-21183.2056283,-38123.0572003,-21183.2056283
201,0.003722222222,254522.398078,283331.466947,255719.520787,283444.447979,254522.398078,283444.447979,153197.398078,182006.466947,154394.520787,182119.447979,153197.398078,182119.447979,394.107169846,416.003068318,398.574744181,424.484810992,394.107169846,424.484810992,419.915549481,470.566407248,417.122216202,467.694330273,417.122216202,470.566407248,-38033.3955669,-24789.9673278,-35733.459104,-21079.0831928,-38033.3955669,-21079.0831928
202,0.003740740741,255560.608368,284258.336261,256755.01008,284363.208563,255560.608368,284363.208563,154235.608368,182933.336261,155430.01008,183038.208563,154235.608368,183038.208563,394.479332726,416.411023806,398.944673135,424.887134384,394.479332726,424.887134384,421.066394988,471.561865946,418.263371338,468.675430785,418.263371338,471.561865946,-37938.5108921,-24686.3757405,-35634.5184785,-20968.6045812,-37938.5108921,-20968.6045812
203,0.003759259259,256620.857744,285139.864436,257812.850282,285238.464841,256620.857744,285238.464841,155295.857744,183814.864436,156487.850282,183913.464841,155295.857744,183913.464841,394.843819728,416.8335445,399.308337046,425.304884124,394.843819728,425.304884124,422.236202578,472.501955414,419.423263625,469.604072616,419.423263625,472.501955414,-37842.702532,-24576.7705431,-35534.9344774,-20851.6524978,-37842.702532,-20851.6524978
204,0.003777777778,257704.520608,286041.683829,258894.414833,286135.872987,257704.520608,286135.872987,156379.520608,184716.683829,157569.414833,184810.872987,156379.520608,184810.872987,395.214503651,417.270940913,399.679414806,425.738344866,395.214503651,425.738344866,423.426461327,473.462905353,420.603374507,470.555465453,420.603374507,473.462905353,-37744.7487805,-24461.0309558,-35432.8088684,-20728.1029613,-37744.7487805,-20728.1029613
205,0.003796296296,258813.008525,286975.456655,260001.114412,287065.907009,258813.008525,287065.907009,157488.008525,185650.456655,158676.114412,185740.907009,157488.008525,185740.907009,395.596578586,417.723529854,400.062331743,426.187807831,395.596578586,426.187807831,424.63869209,474.45720124,421.805216903,471.540744564,421.805216903,474.45720124,-37643.2987845,-24339.0295039,-35326.9241938,-20597.8250092,-37643.2987845,-20597.8250092
206,0.003814814815,259947.771366,287947.26709,261134.398079,288034.349799,259947.771366,288034.349799,158622.771366,186622.26709,159809.398079,186709.349799,158622.771366,186709.349799,395.992408193,418.191634306,400.459316471,426.653570649,395.992408193,426.653570649,425.874448174,475.491272458,423.030335866,472.565978273,423.030335866,475.491272458,-37537.6864768,-24210.631708,-35216.6186495,-20460.6803855,-37537.6864768,-20460.6803855
207,0.003833333333,261110.298456,288961.37444,262295.754394,289045.330487,261110.298456,289045.330487,159785.298456,187636.37444,160970.754394,187720.330487,159785.298456,187720.330487,396.403563063,418.675583285,400.871889145,427.135937205,396.403563063,427.135937205,427.135315964,476.569554293,424.280309183,473.635436646,424.280309183,476.569554293,-37427.4298084,-24075.6957587,-35101.4024043,-20316.5232125,-37427.4298084,-20316.5232125
208,0.003851851852,262302.119703,290021.156009,263486.712531,290102.155983,262302.119703,290102.155983,160977.119703,188696.156009,162161.712531,188777.155983,160977.119703,188777.155983,396.831235723,419.175711689,401.301218742,427.635217467,396.831235723,427.635217467,428.42291548,477.695508821,425.556747906,474.752486653,425.556747906,477.695508821,-37312.1292175,-23934.0721734,-34980.8658053,-20165.1996425,-37312.1292175,-20165.1996425
209,0.00387037037,263524.8067,291129.480105,264708.84334,291207.651295,263524.8067,291207.651295,162199.8067,189804.480105,163383.84334,189882.651295,162199.8067,189882.651295,397.276397419,419.692360125,401.748264375,428.1517273,397.276397419,428.1517273,429.738900858,478.872028653,426.861296792,475.91995838,426.861296792,478.872028653,-37191.4292541,-23785.6034337,-34854.6430268,-20006.5474921,-37191.4292541,-20006.5474921
210,0.003888888889,264779.973784,292288.888478,265963.760363,292364.329161,264779.973784,292364.329161,163454.973784,190963.888478,164638.760363,191039.329161,163454.973784,191039.329161,397.739873119,420.225874727,402.213844551,428.685788269,397.739873119,428.685788269,431.084960716,480.101634182,428.195634611,477.140327334,428.195634611,480.101634182,-37065.0001262,-23630.1236042,-34722.3941543,-19840.3958542,-37065.0001262,-19840.3958542
211,0.003907407407,266069.279036,293501.697617,267253.120755,293574.48537,266069.279036,293574.48537,164744.279036,192176.697617,165928.120755,192249.48537,164744.279036,192249.48537,398.222382555,420.776606946,402.69867563,429.23772743,398.222382555,429.23772743,432.462818403,481.386582885,429.561474322,478.415816657,429.561474322,481.386582885,-36932.527499,-23467.4579288,-34583.7951278,-19666.5646884,-36932.527499,-19666.5646884
212,0.003925925926,267394.425183,294770.059906,268578.626086,294840.256794,267394.425183,294840.256794,166069.425183,193445.059906,167253.626086,193515.256794,166069.425183,193515.256794,398.72456471,421.344913334,403.203395009,429.807877105,398.72456471,429.807877105,433.87423207,482.728935096,430.96056301,479.748459166,430.96056301,482.728935096,-36793.7063132,-23297.422405,-34438.5315874,-19484.8643873,-36793.7063132,-19484.8643873
213,0.003944444444,268757.160366,296096.002774,269942.022953,296163.658736,268757.160366,296163.658736,167432.160366,194771.002774,168617.022953,194838.658736,167432.160366,194838.658736,399.246993333,421.931155294,403.728575899,430.396574638,399.246993333,430.396574638,435.320994518,484.130595931,432.394681581,481.140137079,432.394681581,484.130595931,-36648.2367907,-23119.8233327,-34286.2948677,-19295.0953154,-36648.2367907,-19295.0953154
214,0.003962962963,270159.278713,297481.454829,271345.103314,297546.609968,270159.278713,297546.609968,168834.278713,196156.454829,170020.103314,196221.609968,168834.278713,196221.609968,399.790187183,422.535698822,404.274737132,431.00416214,399.790187183,431.00416214,436.804932749,485.593343128,433.865644032,482.592608519,433.865644032,485.593343128,-36495.8217309,-22934.4568373,-34126.7792756,-19097.0473201,-36495.8217309,-19097.0473201
215,0.003981481481,271602.620616,298928.26381,272789.704375,298990.949965,271602.620616,298990.949965,170277.620616,197603.26381,171464.704375,197665.949965,170277.620616,197665.949965,400.354616996,423.158914202,404.842349852,431.630986203,400.354616996,431.630986203,438.327907097,487.11884604,435.375296149,484.107525619,435.375296149,487.11884604,-36336.1646208,-22741.1083616,-33959.6801829,-18890.4992071,-36336.1646208,-18890.4992071
216,0.004,273089.072545,300438.209163,274277.707759,300498.451001,273089.072545,300498.451001,171764.072545,199113.209163,172952.707759,199173.451001,171764.072545,199173.451001,400.940710324,423.801175685,405.431842167,432.277397589,400.940710324,432.277397589,439.891809729,488.708678837,436.925513292,485.686447131,436.925513292,488.708678837,-36168.9682865,-22539.552125,-33784.6926622,-18675.2181765,-36168.9682865,-18675.2181765
